"Timestamp","Cinsiyet","Şirketiniz hangi lokasyonda?","Tam zamanlı mı yarı zamanlı mı çalışıyorsunuz?","Çalışma şekliniz nedir?","Şirketinizin çalışan sayısı nedir?","Kaç yıllık deneyiminiz var?","Çalıştığınız Sektor? (Otomotiv, Bankacilik, Saglik vs)","Pozisyonunuzun Ismi?","Pozisyonunuzun Ismi?","Aylık Ortalama Net Maaşınız? (Turk Lirasi)","Yıllık ek net gelirleriniz? (prim bonus ve benzeri gelirlerin toplamı)","Yan haklarınız nelerdir?","Temmuz & Ağustos dönemi zam oranınız nedir?"
"10/5/2024 5:48:53","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","0-1 Yıl","Dijital Medya ve Eğlence","SEO uzmanı ","Seo Uzmanı ","10.000-20.000 TL","Ek gelirim yok","Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%5-%10"
"10/5/2024 7:58:43","Kadın","Türkiye","Tam zamanlı","Ofiste","150-199","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Veri analizi","Veri Analizi","31.000-40.000 TL","Ek gelirim yok","Ulaşım Yardımı","%5-%10"
"10/5/2024 8:41:28","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","3-5 Yıl","Perakende ve E-tıcaret","Business Analyst","Business Analyst","81.000-90.000 TL","150.000 TL ve üstü","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%21-%35"
"10/5/2024 9:56:35","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Tekstil ve Hazır Giyim","İnsan Kaynakları Uzman Yardımcısı","İnsan Kaynakları Uzman Yardımcısı","10.000-20.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"10/5/2024 10:14:48","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","5-7 Yıl","Perakende ve E-tıcaret","Vendor Consultant","Vendor Consultant","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/5/2024 11:45:36","Erkek","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","5-7 Yıl","Çevre ve Enerji","Mali İşler Uzmanı ","Mali İşler Uzmanı ","21.000-30.000 TL","Ek gelirim yok","Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"10/5/2024 13:15:40","Kadın","Türkiye","Tam zamanlı","Hybrid","50-99","1-3 Yıl","Telekomünikasyon","Senior Network Security Engineer","Senior Network Security Engineer","61.000-70.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","Almadım"
"10/5/2024 19:09:01","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","3-5 Yıl","Perakende ve E-tıcaret","Kurumsal satış uzmanı","Kurumsal Satış Uzmanı","21.000-30.000 TL","20.000-30.000 TL","Şirket Telefonu","Almadım"
"10/5/2024 19:28:19","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","0-1 Yıl","Eğitim","Yurtdışı Eğitim Danışmanı ","Yurtdışı Eğitim Danışmanı ","21.000-30.000 TL","Ek gelirim yok","Şirket Telefonu","Almadım"
"10/5/2024 20:52:23","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Yazılım Test Uzmanı","Yazılım Test Uzmanı","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"10/6/2024 2:16:27","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","7-9 Yıl","Turizm ve Konaklama","Kıdemli dijital pazarlama uzmanı","Kıdemli Dijital Pazarlama Uzmanı","61.000-70.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu","%21-%35"
"10/6/2024 6:52:39","Kadın","Yurt dışı","Tam zamanlı","Uzaktan","200 ve ustu","1-3 Yıl","Diğer","Yazılım ","Yazılım ","101.000-120.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Henuz belli degil"
"10/6/2024 9:03:03","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Üretim","İhracat asistanı ","İhracat Asistanı ","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası","Almadım"
"10/6/2024 10:29:07","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","0-1 Yıl","Sağlık ve Tıp","Medikal Uzman ","Medikal Uzman ","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Henuz belli degil"
"10/6/2024 11:02:27","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","0-1 Yıl","Telekomünikasyon","Müşteri temsilcisi ","Müşteri Temsilcisi ","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"10/6/2024 12:22:45","Erkek","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","5-7 Yıl","Gıda ve İçecek","Üretim Şefi","Üretim Şefi","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Şirket Telefonu","%21-%35"
"10/6/2024 13:37:37","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","0-1 Yıl","Mühendislik","Junior procurement speacialist","Junior Procurement Speacialist","31.000-40.000 TL","20.000-30.000 TL","Özel Sağlık Sigortası, Ulaşım Yardımı","%21-%35"
"10/6/2024 14:40:55","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","0-1 Yıl","Diğer","İş geliştirme uzman yardımcısı ","İş Geliştirme Uzman Yardımcısı ","31.000-40.000 TL","71.000-90.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%5-%10"
"10/6/2024 15:58:41","Kadın","Türkiye","Yarı zamanlı","Hybrid","200 ve ustu","0-1 Yıl","Sağlık ve Tıp","Pazarlama Stajyeri","Pazarlama Stajyeri","10.000-20.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Henuz belli degil"
"10/6/2024 18:11:17","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","3-5 Yıl","Perakende ve E-tıcaret","İnsan kaynakları uzmanı","İnsan Kaynakları Uzmanı","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı, Şirket Telefonu","%11-%20"
"10/6/2024 19:58:12","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Çevre ve Enerji","Tedarik Zinciri Uzman Yardımcısı","Tedarik Zinciri Uzman Yardımcısı","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"10/6/2024 21:57:33","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Havacılık","sürdürülebilirlik uzman yardımcısı","Sürdürülebilirlik Uzman Yardımcısı","41.000-50.000 TL","51.000-70.000 TL","Özel Sağlık Sigortası","%21-%35"
"10/7/2024 0:17:09","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Tekstil ve Hazır Giyim","Veri giriş asistanı","Veri Giriş Asistanı","10.000-20.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"10/7/2024 0:39:30","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","1-3 Yıl","Tekstil ve Hazır Giyim","müşteri ilişkileri yetkilisi","Müşteri Ilişkileri Yetkilisi","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/7/2024 0:47:09","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Finans ve Muhasebe","ınternal auditor","Internal Auditor","71.000-80.000 TL","71.000-90.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"10/7/2024 0:59:35","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Diğer","Dijital Pazarlama Asistanı ","Dijital Pazarlama Asistanı ","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","%21-%35"
"10/7/2024 8:08:55","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Diğer","Muhasebe meslek elemanı ","Muhasebe Meslek Elemanı ","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"10/7/2024 10:23:29","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Account Manager","Account Manager","31.000-40.000 TL","111.000-150.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/7/2024 10:56:22","Belirtmek Istemiyorum","Yurt dışı","Tam zamanlı","Uzaktan","50-99","1-3 Yıl","Dijital Medya ve Eğlence","digital marketing specialist","Digital Marketing Specialist","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası","Almadım"
"10/7/2024 11:06:45","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","yazılım uzman yardımcısı","Yazılım Uzman Yardımcısı","41.000-50.000 TL","20.000-30.000 TL","Özel Sağlık Sigortası","Almadım"
"10/7/2024 11:23:49","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","5-7 Yıl","Tekstil ve Hazır Giyim","Product manager","Product Manager","41.000-50.000 TL","31.000-50.000 TL","Yan hakkim yok","Almadım"
"10/7/2024 11:25:12","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Mühendislik","Satış Asistanı","Satış Asistanı","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","Henuz belli degil"
"10/7/2024 12:06:24","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Diğer","Profitability and Budgeting","Profitability And Budgeting","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"10/7/2024 13:30:32","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Üretim","Proje ve Metot Mühendisi","Proje Ve Metot Mühendisi","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"10/7/2024 14:13:34","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","3-5 Yıl","Üretim","Dış ticaret uzmanı","Dış Ticaret Uzmanı","41.000-50.000 TL","Ek gelirim yok","Yan hakkim yok","%11-%20"
"10/7/2024 14:55:08","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","5-7 Yıl","Üretim","project manager","Project Manager","31.000-40.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","Almadım"
"10/7/2024 16:00:20","Kadın","Türkiye","Tam zamanlı","Ofiste","150-199","5-7 Yıl","Turizm ve Konaklama","Sosyal Medya Koordinatörü","Sosyal Medya Koordinatörü","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%5-%10"
"10/7/2024 17:18:13","Erkek","Türkiye","Tam zamanlı","Hybrid","50-99","0-1 Yıl","İnşaat","Proje Mühendisi","Proje Mühendisi","41.000-50.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Ulaşım Yardımı","Almadım"
"10/7/2024 17:31:35","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Gıda ve İçecek","Stajyer","Stajyer","10.000-20.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"10/7/2024 18:02:05","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Sağlık ve Tıp","Uzman yardımcısı","Uzman Yardımcısı","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası","Almadım"
"10/7/2024 19:20:16","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","1-3 Yıl","Diğer","Recruitment Team Lead","Recruitment Team Lead","31.000-40.000 TL","111.000-150.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%21-%35"
"10/7/2024 20:45:29","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Diğer","kalite yönetim sistemleri sorumlusu","Kalite Yönetim Sistemleri Sorumlusu","21.000-30.000 TL","71.000-90.000 TL","Özel Sağlık Sigortası, Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"10/7/2024 23:17:54","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","3-5 Yıl","Finans ve Muhasebe","Muhasebe Uzman Yardımcısı","Muhasebe Uzman Yardımcısı","21.000-30.000 TL","Ek gelirim yok","Ulaşım Yardımı","%5-%10"
"10/7/2024 23:18:39","Kadın","Türkiye","Tam zamanlı","Uzaktan","50-99","1-3 Yıl","Diğer","Senior ","Senior ","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%21-%35"
"10/7/2024 23:33:46","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Mühendislik","Ürün pazarlama uzmanı ","Ürün Pazarlama Uzmanı ","51.000-60.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Şirket Aracı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"10/7/2024 23:44:19","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Diğer","Stajyer avukat","Stajyer Avukat","10.000-20.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"10/8/2024 0:34:33","Erkek","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Gıda ve İçecek","Uzman Pozisyon","Uzman Pozisyon","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası","%21-%35"
"10/8/2024 7:29:44","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Perakende ve E-tıcaret","CRM&Growth Specialist","Crm&Growth Specialist","41.000-50.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası","%21-%35"
"10/8/2024 7:46:53","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","5-7 Yıl","Finans ve Muhasebe","Uzman","Uzman","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"10/8/2024 8:00:10","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Gıda ve İçecek","Personel ","Personel ","10.000-20.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%5-%10"
"10/8/2024 9:38:17","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Finans ve Muhasebe","Finans danışmanı ","Finans Danışmanı ","10.000-20.000 TL","20.000-30.000 TL","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/8/2024 11:41:48","Erkek","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Sap Abap Developer","Sap Abap Developer","31.000-40.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%36-%50"
"10/8/2024 12:23:43","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","EA","Ea","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Şirket Telefonu","%11-%20"
"10/8/2024 15:23:51","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Diğer","Sorumlu","Sorumlu","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","%11-%20"
"10/8/2024 15:28:16","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","3-5 Yıl","Dijital Medya ve Eğlence","UI/UX Designer","Ui/Ux Designer","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/8/2024 15:41:19","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","1-3 Yıl","Diğer","İnsan Kaynakları Uzmanı","İnsan Kaynakları Uzmanı","41.000-50.000 TL","31.000-50.000 TL","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"10/8/2024 15:44:56","Erkek","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","0-1 Yıl","Bilgi Teknolojileri ve Yazılım","İş Analisti Stajyeri","İş Analisti Stajyeri","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%5-%10"
"10/8/2024 16:26:35","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Diğer","Pazarlama Uzman Yardımcısı ","Pazarlama Uzman Yardımcısı ","41.000-50.000 TL","150.000 TL ve üstü","Özel Sağlık Sigortası, Şirket Telefonu, Şirket Aracı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"10/8/2024 18:37:34","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Eğitim","İngilizce öğretmeni","İngilizce Öğretmeni","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/8/2024 20:47:10","Erkek","Türkiye","Tam zamanlı","Uzaktan","1-49","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","UX Designer","Ux Designer","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/8/2024 21:16:52","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","9-12 Yıl","Sağlık ve Tıp","Muhasebe Uzmani","Muhasebe Uzmani","51.000-60.000 TL","51.000-70.000 TL","Özel Sağlık Sigortası, Ulaşım Yardımı, Şirket Telefonu","%11-%20"
"10/8/2024 23:04:35","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Diğer","Operasyon Koordinatör Yardımcısı","Operasyon Koordinatör Yardımcısı","10.000-20.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı","%11-%20"
"10/8/2024 23:08:24","Kadın","Türkiye","Tam zamanlı","Hybrid","100-149","5-7 Yıl","Bilgi Teknolojileri ve Yazılım","Digital Marketing Executive","Digital Marketing Executive","61.000-70.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"10/8/2024 23:35:20","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Üretim","Jr merchandiser","Jr Merchandiser","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"10/8/2024 23:40:50","Kadın","Türkiye","Tam zamanlı","Ofiste","100-149","3-5 Yıl","Üretim","Çevre mühendisi ","Çevre Mühendisi ","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı","%11-%20"
"10/9/2024 0:10:44","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","7-9 Yıl","Mühendislik","Satış Mühendisi ","Satış Mühendisi ","31.000-40.000 TL","Ek gelirim yok","Şirket Telefonu","Almadım"
"10/9/2024 0:46:44","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Üretim","Üretim planlama mühendisi ","Üretim Planlama Mühendisi ","10.000-20.000 TL","Ek gelirim yok","Ulaşım Yardımı","Almadım"
"10/9/2024 0:56:33","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","7-9 Yıl","Üretim","Koordinatör ","Koordinatör ","41.000-50.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"10/9/2024 7:28:02","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Sağlık ve Tıp","Memur ","Memur ","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%21-%35"
"10/9/2024 7:41:55","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Üretim","Planlama mühendisi ","Planlama Mühendisi ","31.000-40.000 TL","Ek gelirim yok","Ulaşım Yardımı","%5-%10"
"10/9/2024 8:36:09","Kadın","Türkiye","Tam zamanlı","Hybrid","50-99","0-1 Yıl","Bilgi Teknolojileri ve Yazılım","Uzun Dönem Stajyer","Uzun Dönem Stajyer","21.000-30.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Şirket Aracı","Almadım"
"10/9/2024 9:30:40","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Otomotiv","Finans Uzmanı","Finans Uzmanı","31.000-40.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"10/9/2024 9:53:14","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Tekstil ve Hazır Giyim","Satınalma Uzmanı","Satınalma Uzmanı","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı, Şirket Telefonu","%11-%20"
"10/9/2024 10:20:00","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Sağlık ve Tıp","Ar- Ge analitik uzman yardımcısı ","Ar- Ge Analitik Uzman Yardımcısı ","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"10/9/2024 11:08:24","Erkek","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","12 ve ustu","Diğer","MUHASEBE UZAMANI","Muhasebe Uzamani","21.000-30.000 TL","71.000-90.000 TL","Yan hakkim yok","Almadım"
"10/9/2024 13:08:43","Erkek","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Finans ve Muhasebe","Auditör","Auditör","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","%51-%70"
"10/9/2024 13:29:45","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Mühendislik","Yazılım mühendisi","Yazılım Mühendisi","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"10/9/2024 15:10:25","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","0-1 Yıl","Perakende ve E-tıcaret","intern","Intern","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%21-%35"
"10/9/2024 15:22:09","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","5-7 Yıl","Mühendislik","Proje Mühendisi","Proje Mühendisi","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","Almadım"
